FREQ,Frequenza,REF_AREA,Territorio,DATA_TYPE,Indicatore,MEASURE,Misura,TIME_PERIOD,Osservazione,OBS_STATUS,'Stato dell"'osservazione'
A,Annuale,IT,Italia,14_FUMO_SI,Persone di 14 anni e più per abitudine al fumo: fumatori,THV,Valori in migliaia,2023,9971,,
A,Annuale,IT,Italia,14_FUMO_SI,Persone di 14 anni e più per abitudine al fumo: fumatori,THV,Valori in migliaia,2024,10279,,
A,Annuale,IT,Italia,14_FUMO_SI,Persone di 14 anni e più per abitudine al fumo: fumatori,HSC,Per 100 persone con le stesse caratteristiche,2001,23.7,,
A,Annuale,IT,Italia,14_FUMO_SI,Persone di 14 anni e più per abitudine al fumo: fumatori,HSC,Per 100 persone con le stesse caratteristiche,2002,23.6,,
A,Annuale,IT,Italia,14_FUMO_SI,Persone di 14 anni e più per abitudine al fumo: fumatori,HSC,Per 100 persone con le stesse caratteristiche,2003,23.8,,
A,Annuale,IT,Italia,14_FUMO_SI,Persone di 14 anni e più per abitudine al fumo: fumatori,HSC,Per 100 persone con le stesse caratteristiche,2005,22,,
A,Annuale,IT,Italia,14_FUMO_SI,Persone di 14 anni e più per abitudine al fumo: fumatori,HSC,Per 100 persone con le stesse caratteristiche,2006,22.7,,
A,Annuale,IT,Italia,14_FUMO_SI,Persone di 14 anni e più per abitudine al fumo: fumatori,HSC,Per 100 persone con le stesse caratteristiche,2007,22.1,,
A,Annuale,IT,Italia,14_FUMO_SI,Persone di 14 anni e più per abitudine al fumo: fumatori,HSC,Per 100 persone con le stesse caratteristiche,2008,22.2,,
A,Annuale,IT,Italia,14_FUMO_SI,Persone di 14 anni e più per abitudine al fumo: fumatori,HSC,Per 100 persone con le stesse caratteristiche,2009,23,,
A,Annuale,IT,Italia,14_FUMO_SI,Persone di 14 anni e più per abitudine al fumo: fumatori,HSC,Per 100 persone con le stesse caratteristiche,2010,22.8,,
A,Annuale,IT,Italia,14_FUMO_SI,Persone di 14 anni e più per abitudine al fumo: fumatori,HSC,Per 100 persone con le stesse caratteristiche,2011,22.3,,
A,Annuale,IT,Italia,14_FUMO_SI,Persone di 14 anni e più per abitudine al fumo: fumatori,HSC,Per 100 persone con le stesse caratteristiche,2012,21.9,,
A,Annuale,IT,Italia,14_FUMO_SI,Persone di 14 anni e più per abitudine al fumo: fumatori,HSC,Per 100 persone con le stesse caratteristiche,2013,20.9,,
A,Annuale,IT,Italia,14_FUMO_SI,Persone di 14 anni e più per abitudine al fumo: fumatori,HSC,Per 100 persone con le stesse caratteristiche,2014,19.5,,
A,Annuale,IT,Italia,14_FUMO_SI,Persone di 14 anni e più per abitudine al fumo: fumatori,HSC,Per 100 persone con le stesse caratteristiche,2015,19.6,,
A,Annuale,IT,Italia,14_FUMO_SI,Persone di 14 anni e più per abitudine al fumo: fumatori,HSC,Per 100 persone con le stesse caratteristiche,2016,19.8,,
A,Annuale,IT,Italia,14_FUMO_SI,Persone di 14 anni e più per abitudine al fumo: fumatori,HSC,Per 100 persone con le stesse caratteristiche,2017,19.7,,
A,Annuale,IT,Italia,14_FUMO_SI,Persone di 14 anni e più per abitudine al fumo: fumatori,HSC,Per 100 persone con le stesse caratteristiche,2018,19,,
A,Annuale,IT,Italia,14_FUMO_SI,Persone di 14 anni e più per abitudine al fumo: fumatori,HSC,Per 100 persone con le stesse caratteristiche,2019,18.4,,
A,Annuale,IT,Italia,14_FUMO_SI,Persone di 14 anni e più per abitudine al fumo: fumatori,HSC,Per 100 persone con le stesse caratteristiche,2020,18.6,,
A,Annuale,IT,Italia,14_FUMO_SI,Persone di 14 anni e più per abitudine al fumo: fumatori,HSC,Per 100 persone con le stesse caratteristiche,2021,19,,
A,Annuale,IT,Italia,14_FUMO_SI,Persone di 14 anni e più per abitudine al fumo: fumatori,HSC,Per 100 persone con le stesse caratteristiche,2022,19.6,,
A,Annuale,IT,Italia,14_FUMO_SI,Persone di 14 anni e più per abitudine al fumo: fumatori,HSC,Per 100 persone con le stesse caratteristiche,2023,19.3,,
A,Annuale,IT,Italia,14_FUMO_SI,Persone di 14 anni e più per abitudine al fumo: fumatori,HSC,Per 100 persone con le stesse caratteristiche,2024,19.8,,
A,Annuale,IT,Italia,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,2001,9898,,
A,Annuale,IT,Italia,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,2002,10220,,
A,Annuale,IT,Italia,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,2003,10495,,
A,Annuale,IT,Italia,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,2005,11292,,
A,Annuale,IT,Italia,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,2006,11572,,
A,Annuale,IT,Italia,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,2007,11470,,
A,Annuale,IT,Italia,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,2008,11780,,
A,Annuale,IT,Italia,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,2009,11665,,
A,Annuale,IT,Italia,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,2010,12184,,
A,Annuale,IT,Italia,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,2011,12109,,
A,Annuale,IT,Italia,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,2012,11798,,
A,Annuale,IT,Italia,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,2013,12171,,
A,Annuale,IT,Italia,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,2014,11877,,
A,Annuale,IT,Italia,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,2015,12029,,
A,Annuale,IT,Italia,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,2016,11878,,
A,Annuale,IT,Italia,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,2017,11953,,
A,Annuale,IT,Italia,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,2018,12342,,
A,Annuale,IT,Italia,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,2019,12116,,
A,Annuale,IT,Italia,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,2020,12269,,
A,Annuale,IT,Italia,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,2021,12579,,
A,Annuale,IT,Italia,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,2022,12055,,
A,Annuale,IT,Italia,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,2023,12653,,
A,Annuale,IT,Italia,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,2024,12254,,
A,Annuale,IT,Italia,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,HSC,Per 100 persone con le stesse caratteristiche,2001,20.2,,
A,Annuale,IT,Italia,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,HSC,Per 100 persone con le stesse caratteristiche,2002,20.8,,
A,Annuale,IT,Italia,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,HSC,Per 100 persone con le stesse caratteristiche,2003,21.1,,
A,Annuale,IT,Italia,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,HSC,Per 100 persone con le stesse caratteristiche,2005,22.4,,
A,Annuale,IT,Italia,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,HSC,Per 100 persone con le stesse caratteristiche,2006,22.8,,
A,Annuale,IT,Italia,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,HSC,Per 100 persone con le stesse caratteristiche,2007,22.5,,
A,Annuale,IT,Italia,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,HSC,Per 100 persone con le stesse caratteristiche,2008,22.9,,
A,Annuale,IT,Italia,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,HSC,Per 100 persone con le stesse caratteristiche,2009,22.5,,
A,Annuale,IT,Italia,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,HSC,Per 100 persone con le stesse caratteristiche,2010,23.4,,
A,Annuale,IT,Italia,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,HSC,Per 100 persone con le stesse caratteristiche,2011,23.4,,
A,Annuale,IT,Italia,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,HSC,Per 100 persone con le stesse caratteristiche,2012,22.7,,
A,Annuale,IT,Italia,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,HSC,Per 100 persone con le stesse caratteristiche,2013,23.3,,
A,Annuale,IT,Italia,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,HSC,Per 100 persone con le stesse caratteristiche,2014,22.6,,
A,Annuale,IT,Italia,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,HSC,Per 100 persone con le stesse caratteristiche,2015,22.8,,
A,Annuale,IT,Italia,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,HSC,Per 100 persone con le stesse caratteristiche,2016,22.6,,
A,Annuale,IT,Italia,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,HSC,Per 100 persone con le stesse caratteristiche,2017,22.7,,
A,Annuale,IT,Italia,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,HSC,Per 100 persone con le stesse caratteristiche,2018,23.4,,
A,Annuale,IT,Italia,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,HSC,Per 100 persone con le stesse caratteristiche,2019,23,,
A,Annuale,IT,Italia,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,HSC,Per 100 persone con le stesse caratteristiche,2020,23.3,,
A,Annuale,IT,Italia,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,HSC,Per 100 persone con le stesse caratteristiche,2021,24,,
A,Annuale,IT,Italia,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,HSC,Per 100 persone con le stesse caratteristiche,2022,23.3,,
A,Annuale,IT,Italia,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,HSC,Per 100 persone con le stesse caratteristiche,2023,24.5,,
A,Annuale,IT,Italia,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,HSC,Per 100 persone con le stesse caratteristiche,2024,23.5,,
A,Annuale,IT,Italia,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,THV,Valori in migliaia,2001,26482,,
A,Annuale,IT,Italia,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,THV,Valori in migliaia,2002,26449,,
A,Annuale,IT,Italia,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,THV,Valori in migliaia,2003,26325,,
A,Annuale,IT,Italia,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,THV,Valori in migliaia,2005,26797,,
A,Annuale,IT,Italia,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,THV,Valori in migliaia,2006,26647,,
A,Annuale,IT,Italia,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,THV,Valori in migliaia,2007,27155,,
A,Annuale,IT,Italia,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,THV,Valori in migliaia,2008,27173,,
A,Annuale,IT,Italia,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,THV,Valori in migliaia,2009,27110,,
A,Annuale,IT,Italia,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,THV,Valori in migliaia,2010,27038,,
A,Annuale,IT,Italia,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,THV,Valori in migliaia,2011,27298,,
A,Annuale,IT,Italia,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,THV,Valori in migliaia,2012,28162,,
A,Annuale,IT,Italia,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,THV,Valori in migliaia,2013,28643,,
A,Annuale,IT,Italia,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,THV,Valori in migliaia,2014,29686,,
A,Annuale,IT,Italia,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,THV,Valori in migliaia,2015,29678,,
A,Annuale,IT,Italia,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,THV,Valori in migliaia,2016,29556,,
A,Annuale,IT,Italia,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,THV,Valori in migliaia,2017,29708,,
A,Annuale,IT,Italia,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,THV,Valori in migliaia,2018,29821,,
A,Annuale,IT,Italia,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,THV,Valori in migliaia,2019,30214,,
A,Annuale,IT,Italia,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,THV,Valori in migliaia,2020,29714,,
A,Annuale,IT,Italia,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,THV,Valori in migliaia,2021,29214,,
A,Annuale,IT,Italia,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,THV,Valori in migliaia,2022,29071,,
A,Annuale,IT,Italia,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,THV,Valori in migliaia,2023,28686,,
A,Annuale,IT,Italia,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,THV,Valori in migliaia,2024,28753,,
A,Annuale,IT,Italia,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,HSC,Per 100 persone con le stesse caratteristiche,2001,54,,
A,Annuale,IT,Italia,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,HSC,Per 100 persone con le stesse caratteristiche,2002,53.7,,
A,Annuale,IT,Italia,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,HSC,Per 100 persone con le stesse caratteristiche,2003,53,,
A,Annuale,IT,Italia,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,HSC,Per 100 persone con le stesse caratteristiche,2005,53.2,,
A,Annuale,IT,Italia,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,HSC,Per 100 persone con le stesse caratteristiche,2006,52.6,,
A,Annuale,IT,Italia,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,HSC,Per 100 persone con le stesse caratteristiche,2007,53.2,,
A,Annuale,IT,Italia,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,HSC,Per 100 persone con le stesse caratteristiche,2008,52.9,,
A,Annuale,IT,Italia,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,HSC,Per 100 persone con le stesse caratteristiche,2009,52.4,,
A,Annuale,IT,Italia,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,HSC,Per 100 persone con le stesse caratteristiche,2010,52,,
A,Annuale,IT,Italia,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,HSC,Per 100 persone con le stesse caratteristiche,2011,52.7,,
A,Annuale,IT,Italia,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,HSC,Per 100 persone con le stesse caratteristiche,2012,54.2,,
A,Annuale,IT,Italia,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,HSC,Per 100 persone con le stesse caratteristiche,2013,54.7,,
A,Annuale,IT,Italia,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,HSC,Per 100 persone con le stesse caratteristiche,2014,56.4,,
A,Annuale,IT,Italia,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,HSC,Per 100 persone con le stesse caratteristiche,2015,56.3,,
A,Annuale,IT,Italia,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,HSC,Per 100 persone con le stesse caratteristiche,2016,56.1,,
A,Annuale,IT,Italia,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,HSC,Per 100 persone con le stesse caratteristiche,2017,56.4,,
A,Annuale,IT,Italia,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,HSC,Per 100 persone con le stesse caratteristiche,2018,56.6,,
A,Annuale,IT,Italia,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,HSC,Per 100 persone con le stesse caratteristiche,2019,57.4,,
A,Annuale,IT,Italia,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,HSC,Per 100 persone con le stesse caratteristiche,2020,56.5,,
A,Annuale,IT,Italia,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,HSC,Per 100 persone con le stesse caratteristiche,2021,55.7,,
A,Annuale,IT,Italia,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,HSC,Per 100 persone con le stesse caratteristiche,2022,56.1,,
A,Annuale,IT,Italia,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,HSC,Per 100 persone con le stesse caratteristiche,2023,55.4,,
A,Annuale,IT,Italia,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,HSC,Per 100 persone con le stesse caratteristiche,2024,55.3,,
A,Annuale,IT,Italia,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,THV,Valori in migliaia,2001,11350,,
A,Annuale,IT,Italia,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,THV,Valori in migliaia,2002,11088,,
A,Annuale,IT,Italia,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,THV,Valori in migliaia,2003,11473,,
A,Annuale,IT,Italia,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,THV,Valori in migliaia,2005,10822,,
A,Annuale,IT,Italia,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,THV,Valori in migliaia,2006,11263,,
A,Annuale,IT,Italia,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,THV,Valori in migliaia,2007,11099,,
A,Annuale,IT,Italia,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,THV,Valori in migliaia,2008,11195,,
A,Annuale,IT,Italia,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,THV,Valori in migliaia,2009,11720,,
A,Annuale,IT,Italia,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,THV,Valori in migliaia,2010,11682,,
A,Annuale,IT,Italia,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,THV,Valori in migliaia,2011,11280,,
A,Annuale,IT,Italia,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,THV,Valori in migliaia,2012,11145,,
A,Annuale,IT,Italia,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,THV,Valori in migliaia,2013,10690,,
A,Annuale,IT,Italia,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,THV,Valori in migliaia,2014,10003,,
A,Annuale,IT,Italia,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,THV,Valori in migliaia,2015,10089,,
A,Annuale,IT,Italia,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,THV,Valori in migliaia,2016,10121,,
A,Annuale,IT,Italia,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,THV,Valori in migliaia,2017,10122,,
A,Annuale,IT,Italia,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,THV,Valori in migliaia,2018,9787,,
A,Annuale,IT,Italia,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,THV,Valori in migliaia,2019,9448,,
A,Annuale,IT,Italia,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,THV,Valori in migliaia,2020,9543,,
A,Annuale,IT,Italia,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,THV,Valori in migliaia,2021,9651,,
A,Annuale,IT,Italia,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,THV,Valori in migliaia,2022,9879,,
A,Annuale,IT,Italia,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,THV,Valori in migliaia,2023,9722,,
A,Annuale,IT,Italia,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,THV,Valori in migliaia,2024,10012,,
A,Annuale,IT,Italia,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,HSC,Per 100 persone con le stesse caratteristiche,2001,97.8,,
A,Annuale,IT,Italia,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,HSC,Per 100 persone con le stesse caratteristiche,2002,95.5,,
A,Annuale,IT,Italia,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,HSC,Per 100 persone con le stesse caratteristiche,2003,97.1,,
A,Annuale,IT,Italia,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,HSC,Per 100 persone con le stesse caratteristiche,2005,97.5,,
A,Annuale,IT,Italia,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,HSC,Per 100 persone con le stesse caratteristiche,2006,97.9,,
A,Annuale,IT,Italia,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,HSC,Per 100 persone con le stesse caratteristiche,2007,98.3,,
A,Annuale,IT,Italia,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,HSC,Per 100 persone con le stesse caratteristiche,2008,98.1,,
A,Annuale,IT,Italia,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,HSC,Per 100 persone con le stesse caratteristiche,2009,98.3,,
A,Annuale,IT,Italia,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,HSC,Per 100 persone con le stesse caratteristiche,2010,98.3,,
A,Annuale,IT,Italia,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,HSC,Per 100 persone con le stesse caratteristiche,2011,97.9,,
A,Annuale,IT,Italia,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,HSC,Per 100 persone con le stesse caratteristiche,2012,98.1,,
A,Annuale,IT,Italia,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,HSC,Per 100 persone con le stesse caratteristiche,2013,98,,
A,Annuale,IT,Italia,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,HSC,Per 100 persone con le stesse caratteristiche,2014,97.6,,
A,Annuale,IT,Italia,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,HSC,Per 100 persone con le stesse caratteristiche,2015,97.5,,
A,Annuale,IT,Italia,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,HSC,Per 100 persone con le stesse caratteristiche,2016,97,,
A,Annuale,IT,Italia,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,HSC,Per 100 persone con le stesse caratteristiche,2017,97.6,,
A,Annuale,IT,Italia,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,HSC,Per 100 persone con le stesse caratteristiche,2018,97.8,,
A,Annuale,IT,Italia,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,HSC,Per 100 persone con le stesse caratteristiche,2019,97.3,,
A,Annuale,IT,Italia,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,HSC,Per 100 persone con le stesse caratteristiche,2020,97.4,,
A,Annuale,IT,Italia,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,HSC,Per 100 persone con le stesse caratteristiche,2021,96.9,,
